,Surname,EstimatedSalary,Exited
7572,Lazarev,104665.79,0
7573,Alexeyeva,44215.86,0
7574,Stevens,20164.47,0
7575,Glover,26691.31,0
7576,Ibekwe,107955.67,0
7577,Paterson,150048.37,0
7578,Marsh,192255.15,0
7579,Reeves,173245.68,0
7580,Rees,121457.88,1
7581,Hanson,104804.74,0
7582,Onwughara,69767.14,0
7583,Odinakachukwu,178373.43,0
7584,Huang,99924.04,0
7585,Trevisani,49594.19,1
7586,Dale,186071.14,0
7587,Pavlova,77511.45,0
7588,Meng,54816.57,0
7589,Dean,61290.99,0
7590,Chiganu,191821.35,1
7591,Lung,156768.45,0
7592,Donaldson,73731.32,0
7593,Li Fonti,122190.22,0
7594,Izmailova,123509.01,0
7595,Walker,8199.5,0
7596,Nnonso,14113.11,0
7597,Stevenson,51705.01,0
7598,Schnaars,161937.62,1
7599,Geoghegan,120892.96,1
7600,Ilyina,65035.02,0
7601,Muir,164257.37,0
7602,Gardener,51987.99,0
7603,Chidi,10899.63,1
7604,Fu,177355.8,1
7605,Sun,63889.1,0
7606,Ting,176433.6,0
7607,Ashton,81313.51,0
7608,Uwakwe,13998.88,0
7609,Vassiliev,5771.56,0
7610,Kazakova,42693.65,0
7611,Perry,90839.61,0
7612,Howell,54144.01,0
7613,Ricci,184312.88,0
7614,Smith,20306.79,0
7615,Rossi,128256.18,0
7616,Jones,182720.07,0
7617,Quezada,4082.52,0
7618,McCulloch,102233.73,0
7619,Tobeolisa,132002.83,0
7620,Black,126838.7,0
7621,Fraser,181461.46,0
7622,Green,195325.74,0
7623,Allan,29132.43,0
7624,Akudinobi,131804.86,0
7625,Walker,173784.04,0
7626,Olisaemeka,26249.86,0
7627,Arcuri,182650.15,0
7628,Liu,196582.55,0
7629,Flemming,141977.54,1
7630,Bischof,55313.51,0
7631,John,62944.75,0
7632,Sinnett,72375.03,0
7633,Ts'ui,188324.01,1
7634,Pokrovsky,133403.07,0
7635,Azarov,157378.5,0
7636,McCarthy,101240.08,1
7637,Simpson,102502.5,0
7638,Stevenson,37577.66,0
7639,Moore,83456.67,0
7640,Chill,199420.41,0
7641,Moore,24748.89,0
7642,Su,121765.0,0
7643,Rees,113666.48,0
7644,Lung,134110.93,0
7645,Thomas,183095.87,0
7646,Fuller,159891.03,0
7647,Trevisani,8316.19,0
7648,Dumolo,63736.36,0
7649,Wu,94715.24,0
7650,Kerr,68695.38,0
7651,Geoghegan,36899.62,0
7652,Bailey,182775.08,0
7653,Hsia,62390.59,1
7654,Holden,76042.48,0
7655,Milani,70956.75,0
7656,Jamieson,67311.12,0
7657,Ndubueze,110454.46,0
7658,Abramova,88479.02,1
7659,Wetherspoon,122639.73,0
7660,Middleton,79723.78,0
7661,Arcuri,97677.52,1
7662,Calabrese,100720.02,1
7663,Hampton,104730.52,0
7664,Clayton,22499.29,0
7665,Otutodilichukwu,28257.89,0
7666,Chukwuemeka,109988.09,0
7667,Douglas,149991.32,0
7668,Galloway,45180.8,0
7669,Sochima,181605.85,0
7670,Wilkins,126469.09,0
7671,Rice,160810.85,1
7672,Pope,88146.86,0
7673,Romani,88333.74,0
7674,Ch'ang,90174.83,0
7675,Chizuoke,81298.09,0
7676,Ireland,60013.17,0
7677,Finch,100940.91,0
7678,Meng,12599.94,1
7679,Hibbins,128590.73,0
7680,Chung,23180.37,0
7681,Black,55796.83,1
7682,Balashov,152097.02,0
7683,Palmer,162443.05,0
7684,Lea,55551.26,0
7685,Singleton,109496.69,0
7686,Burt,72105.63,0
7687,Siciliano,41815.22,1
7688,Sun,74005.04,1
7689,Sauve,70224.34,0
7690,Thompson,145528.22,0
7691,Boni,124486.28,0
7692,Wood,10078.02,0
7693,Buccho,164967.21,0
7694,Spencer,91149.48,0
7695,Eidson,103379.31,1
7696,Hung,128049.34,1
7697,Melvin,54342.83,0
7698,Dawkins,13614.01,1
7699,Rizzo,35521.63,0
7700,Capon,40496.72,0
7701,Ts'ao,91903.9,1
7702,Johnstone,178667.7,0
7703,Fleming,32202.61,0
7704,Chang,117034.32,0
7705,Gibbs,163746.09,1
7706,Rita,20346.69,0
7707,Munro,84710.65,0
7708,Duncan,120531.31,0
7709,Okwuadigbo,152273.57,0
7710,McIntosh,144345.58,0
7711,Ch'iu,96961.0,1
7712,Watt,170307.43,0
7713,Udinese,29880.99,0
7714,Clark,195104.91,0
7715,Hsia,187756.24,1
7716,Obiuto,67599.69,0
7717,T'ien,105983.09,0
7718,McKenzie,25980.42,1
7719,Tang,112222.64,0
7720,Tu,59864.96,0
7721,Tsui,42581.09,0
7722,Lynch,4777.23,0
7723,Hung,178038.17,0
7724,Oluchukwu,128521.16,1
7725,Tuan,109029.72,0
7726,Lewis,2267.88,0
7727,Chidiebere,55054.48,0
7728,Woolacott,76456.17,0
7729,Yen,75478.95,1
7730,Service,179144.54,0
7731,Lin,193471.74,1
7732,Chuang,103570.8,0
7733,Akhtar,102628.56,1
7734,Faulkner,55772.04,0
7735,Liang,192070.16,1
7736,Dancy,144808.37,0
7737,Duigan,5008.23,1
7738,McLean,173680.39,0
7739,Zuyeva,115753.94,0
7740,Hankinson,38928.48,1
7741,Wei,174381.23,0
7742,Afamefula,49829.8,0
7743,Chiang,76169.68,0
7744,Myers,133465.57,0
7745,Chinedum,38761.61,0
7746,Ukaegbunam,176779.46,0
7747,Akubundu,13159.9,0
7748,Sal,48217.97,1
7749,Stevenson,134964.85,1
7750,Sutherland,184221.11,0
7751,Ts'ao,19264.33,0
7752,Sung,92797.23,0
7753,Pisani,33114.24,0
7754,Hs?eh,154347.95,1
7755,Sherrod,184842.21,0
7756,Holloway,155743.48,0
7757,Newton,88815.25,0
7758,Kang,193747.57,0
7759,Walton,116548.02,1
7760,Bradley,166324.79,1
7761,Watkins,40199.01,0
7762,Tien,51919.04,0
7763,Davide,73329.08,0
7764,Milne,145387.05,1
7765,Barling,140763.18,0
7766,Barnett,67979.35,0
7767,Ellis,133051.64,1
7768,Hsia,86791.9,0
7769,Chukwujamuike,47579.25,0
7770,Venables,151623.71,0
7771,Hsia,164039.51,0
7772,Alexander,16528.4,1
7773,Yuan,66753.1,1
7774,Johnston,19244.58,0
7775,Hobler,103832.58,0
7776,Jamieson,502.7,0
7777,Macleod,1408.68,0
7778,Norris,5985.36,0
7779,Pirozzi,37460.05,0
7780,Folliero,30396.43,0
7781,Russell,2498.67,0
7782,Hsiung,55346.14,0
7783,Tate,148330.97,1
7784,Davis,59237.72,0
7785,Bair,48644.94,0
7786,Drury,140759.03,0
7787,Padovano,107712.42,0
7788,Conway,181718.73,0
7789,Waters,37054.65,0
7790,Kang,173940.59,0
7791,Martin,99298.8,0
7792,Ugochukwutubelum,62933.03,0
7793,Burns,55287.84,0
7794,Genovese,48197.06,0
7795,Beale,178642.73,0
7796,Cherkasova,8282.22,0
7797,Coles,33300.56,0
7798,Potter,76515.79,0
7799,McMinn,33680.56,0
7800,Bergamaschi,168886.39,1
7801,Chijindum,191746.23,1
7802,Ch'iu,93091.02,0
7803,Yusupova,23904.52,0
7804,Davis,15807.07,0
7805,Iadanza,83773.02,0
7806,Jordan,90162.35,0
7807,Kruglova,36639.25,0
7808,Echezonachukwu,139469.11,1
7809,Hajek,198402.37,1
7810,Welch,194584.48,0
7811,Vinogradoff,159629.64,0
7812,Hung,34231.48,0
7813,Okwudiliolisa,69643.31,1
7814,Mays,90270.16,0
7815,Gardner,47848.56,0
7816,Mamelu,162865.52,0
7817,Ross,168650.4,0
7818,Barese,54372.37,0
7819,Swayne,133897.32,0
7820,Phillips,147878.05,0
7821,Manfrin,118313.38,0
7822,Tan,181224.24,1
7823,Adams,7921.57,0
7824,Teng,5708.19,0
7825,Chinwendu,56756.52,1
7826,Davison,4121.04,1
7827,Hsing,97213.09,0
7828,Castro,12799.23,0
7829,Parkin,50400.32,0
7830,Manna,41447.86,0
7831,Fennescey,185543.35,0
7832,Colon,189988.65,1
7833,Yeh,170819.01,0
7834,Bergamaschi,85547.33,1
7835,Matveyeva,137037.97,0
7836,Ignatyeva,19283.14,0
7837,Lederer,169425.3,1
7838,Nwabugwu,132038.65,0
7839,Abramowitz,3626.47,0
7840,Chapman,50881.51,0
7841,Fiorentino,149170.25,1
7842,Cecil,182505.68,0
7843,Ikechukwu,194072.56,1
7844,Allen,9209.21,0
7845,Kao,167931.81,0
7846,Hart,123096.56,0
7847,Charlton,3965.69,0
7848,Turnbull,87711.61,0
7849,Manners,49667.28,0
7850,Chiazagomekpere,136675.22,0
7851,Lavrentyev,35865.44,1
7852,Wallace,26136.13,0
7853,Miller,33373.26,1
7854,Bazhenov,10096.25,0
7855,Ifesinachi,188782.3,0
7856,Ma,79775.19,0
7857,Chu,152740.16,0
7858,Kerr,5791.85,0
7859,Wynne,13182.43,0
7860,Moon,187551.24,0
7861,Disher,110560.14,0
7862,Cattaneo,63795.62,0
7863,Beluchi,62086.62,0
7864,Mazzi,12483.56,0
7865,Ifeajuna,10963.04,0
7866,Howe,8247.0,0
7867,Yocum,156260.08,0
7868,Moore,26927.69,0
7869,Y?an,84782.42,1
7870,Chinweuba,19842.11,0
7871,Lowrie,95393.43,0
7872,Shen,133995.59,0
7873,Lavarack,108003.38,0
7874,Davide,99154.86,0
7875,Gomes,49503.5,0
7876,Matveyeva,196533.72,1
7877,Fiorentino,188426.13,1
7878,Eberechukwu,171340.68,1
7879,Gibney,79071.89,0
7880,Virgo,20940.76,0
7881,Kulikova,34774.26,0
7882,Liu,6865.41,1
7883,Kao,51143.43,0
7884,Foran,47031.4,1
7885,Jones,47160.01,0
7886,Fowler,158666.99,0
7887,Conti,65464.66,0
7888,Stephenson,78255.86,0
7889,Willis,103548.25,0
7890,Ts'ui,89609.26,0
7891,Chibuzo,193476.04,0
7892,Fang,5199.02,0
7893,Wyckoff,52827.51,0
7894,Muir,86507.88,1
7895,Halpern,100423.88,0
7896,Flynn,175611.5,0
7897,Shao,19282.85,0
7898,Soares,27448.33,0
7899,Gallo,183963.34,0
7900,Lei,45113.92,1
7901,Daniels,110776.01,0
7902,Kenechi,183042.2,0
7903,Singleton,161571.79,0
7904,Williams,166692.03,0
7905,Greece,71173.64,0
7906,Olisanugo,5353.12,0
7907,Padovano,86019.48,0
7908,Rossi,86383.82,0
7909,Grant,31641.52,1
7910,Ebelegbulam,70548.96,0
7911,Mitchell,24411.02,0
7912,Buckley,122254.86,0
7913,Repina,186035.72,0
7914,Ellis,73133.82,0
7915,Douglas,187734.49,1
7916,Becher,111590.35,0
7917,Nwachukwu,15859.95,0
7918,Smith,61324.87,0
7919,Aksyonov,176868.89,0
7920,Artyomova,98896.06,0
7921,Medvedeva,108739.15,0
7922,Tsui,12266.06,0
7923,Runyon,163317.5,0
7924,Gallo,182247.77,0
7925,Bradshaw,168261.4,0
7926,Evans,158590.66,1
7927,Hancock,102566.46,1
7928,Butler,141827.83,0
7929,Bradshaw,161671.15,0
7930,Bergamaschi,192013.23,0
7931,Ebelegbulam,127875.1,0
7932,Greco,60811.56,0
7933,Lucas,131177.22,0
7934,Barber,130862.11,0
7935,Dobbs,72970.93,0
7936,Thomson,28123.99,0
7937,Su,140754.19,1
7938,Watkins,166650.32,0
7939,Ch'ien,45507.24,0
7940,Monds,112202.64,0
7941,McClemans,37140.2,0
7942,Shen,178256.58,1
7943,Gallo,100982.93,1
7944,Foveaux,109626.13,1
7945,Longo,99251.24,0
7946,Calabresi,143345.69,0
7947,Randall,59653.03,0
7948,Garcia,196864.61,0
7949,Sullivan,109960.4,1
7950,Higgins,127256.7,0
7951,Crawford,1099.95,0
7952,Martin,146192.4,0
7953,Currey,48553.77,0
7954,Teng,144407.1,0
7955,Austin,195760.53,0
7956,Hudson,44827.47,0
7957,Ts'ui,88743.99,0
7958,Hancock,88837.11,0
7959,Nicholas,62112.7,0
7960,Napolitano,163563.07,0
7961,Jamieson,174800.31,0
7962,Foster,42429.88,1
7963,Moretti,82647.65,0
7964,Chiedozie,134175.15,0
7965,Okwukwe,92243.94,1
7966,Lumholtz,6175.53,0
7967,Rose,29213.63,0
7968,Wan,67214.02,0
7969,De Bernales,169037.84,1
7970,Ch'eng,188809.23,0
7971,Edmondson,79408.17,0
7972,Ch'ien,89222.66,0
7973,Millar,86079.67,0
7974,Dickson,12944.17,1
7975,Toscani,166516.84,0
7976,Pan,126419.8,0
7977,Chigozie,89103.05,0
7978,Sagese,132973.17,0
7979,Reilly,93122.41,0
7980,Taylor,167522.19,0
7981,Yen,157239.6,0
7982,Kapustin,107429.71,0
7983,Singh,75304.09,0
7984,Yeh,182944.47,0
7985,Genovese,5983.7,0
7986,Boyle,163655.01,0
7987,Blair,89385.92,0
7988,Okagbue,168773.54,0
7989,Khan,96864.36,0
7990,Robertson,134455.84,0
7991,Tikhonov,28368.37,0
7992,MacDonald,103898.59,0
7993,Ah Mouy,63239.65,0
7994,Barese,170138.68,1
7995,Winter-Irving,3837.08,0
7996,Wilson,92977.75,0
7997,Fiorentino,191368.37,0
7998,Iloerika,104889.2,1
7999,Davison,60285.3,0
8000,Hamilton,180693.61,0
8001,Nnachetam,126475.79,0
8002,Blue,133535.99,0
8003,Madukwe,87412.24,1
8004,Mills,164886.64,0
8005,Ferrari,116238.39,0
8006,Nixon,138051.19,0
8007,Manfrin,101617.64,1
8008,McCartney,1985.41,0
8009,Robinson,165626.6,0
8010,Nkemdirim,177784.68,1
8011,Sal,65765.22,0
8012,Kao,50759.8,0
8013,Ikechukwu,163216.48,0
8014,Hargreaves,74850.93,0
8015,Sievier,23491.09,0
8016,Murphy,134272.57,0
8017,Munro,155721.15,0
8018,Donnelly,147230.77,1
8019,North,133210.44,0
8020,Cruz,18986.12,0
8021,Sinclair,100507.81,0
8022,Vasiliev,59346.4,1
8023,Vasilyeva,95372.64,0
8024,Hamilton,31805.49,0
8025,Sung,51959.82,0
8026,Genovesi,130824.57,0
8027,Atkinson,157694.76,1
8028,Watterston,933.38,0
8029,Butters,2560.11,0
8030,Chien,12905.89,1
8031,Gorbunova,176692.87,0
8032,Bulgakov,102908.63,0
8033,Steele,41291.05,0
8034,Polyakova,119127.06,0
8035,Bull,126434.61,0
8036,Weaver,103901.35,0
8037,Earl,85153.0,0
8038,Giordano,12493.61,0
8039,Begg,167336.78,0
8040,Pickering,186180.42,0
8041,Fanucci,88566.9,1
8042,Chang,172526.9,1
8043,Sopuluchi,137985.69,0
8044,Martin,19793.73,1
8045,McNaughtan,107874.39,0
8046,Stewart,171995.34,0
8047,Reagan,61829.89,0
8048,Heller,31728.35,0
8049,Nwokeocha,155221.05,1
8050,Liu,130866.95,0
8051,Sokolova,62199.78,1
8052,Bancroft,24255.21,0
8053,Nnanna,64679.07,0
8054,Trevisani,88120.78,1
8055,Nwachinemelu,66463.62,0
8056,Ting,15142.1,1
8057,Lo Duca,102908.91,0
8058,Marshall,48170.57,0
8059,Band,11597.69,0
8060,Ferri,172450.04,1
8061,Carter,184061.17,0
8062,Wilson,21038.58,1
8063,Connor,109538.35,0
8064,Reid,129192.55,0
8065,Sandefur,146516.86,1
8066,Bidwill,181430.91,0
8067,Cone,121451.21,0
8068,Saunders,131712.51,0
8069,Liardet,53294.17,0
8070,Wilkes,96546.55,0
8071,Martin,184524.65,1
8072,Boni,195259.31,1
8073,Patel,172618.52,0
8074,Howell-Price,59259.44,0
8075,Simpson,25899.21,1
8076,Rowland,3749.0,1
8077,Barnard,101918.96,0
8078,Nnonso,57802.62,0
8079,Rossi,142454.77,0
8080,Pendred,143829.54,0
8081,Martin,44114.88,0
8082,K?,186948.35,0
8083,Miller,173629.78,0
8084,Afamefula,49133.45,0
8085,Sims,178122.71,0
8086,Knight,20893.61,0
8087,Obijiaku,41303.29,0
8088,Hopkins,199808.1,1
8089,Onio,180490.53,0
8090,Black,87400.53,0
8091,Eluemuno,73686.75,0
8092,Doyle,172497.73,0
8093,Onyemere,89286.29,0
8094,Rahman,180082.7,0
8095,Su,22102.25,1
8096,Walker,76068.95,0
8097,Ferguson,32159.46,1
8098,Samaniego,159557.28,1
8099,Onwumelu,107673.35,0
8100,Young,33607.72,0
8101,Mazzi,141035.65,1
8102,Toscano,115719.08,0
8103,Walton,86128.21,1
8104,Chiang,147668.64,0
8105,Burgos,177480.45,1
8106,Spinelli,190937.09,0
8107,Lung,84531.79,0
8108,Noble,161133.4,0
8109,Pai,185555.63,0
8110,Chigozie,33075.24,0
8111,Peavy,39806.75,0
8112,Yermakov,26389.92,0
8113,Burton,12162.76,0
8114,Costa,167237.94,0
8115,Pugliesi,52067.37,0
8116,Lindell,184006.36,1
8117,Sorenson,582.59,1
8118,Arcuri,143274.41,0
8119,Banks,54474.48,1
8120,Parry,121428.2,0
8121,Cockett,79704.12,0
8122,Galkina,41055.71,1
8123,Su,41590.4,0
8124,Marino,54019.93,1
8125,Spears,76053.07,0
8126,Cunningham,184977.2,1
8127,Taylor,127678.95,1
8128,Chiazagomekpere,1243.97,0
8129,Hardacre,76326.67,0
8130,Maslow,145338.61,0
8131,Scott,57751.21,0
8132,Wakelin,138880.24,0
8133,Esposito,136120.29,0
8134,Shah,167621.18,0
8135,Chukwufumnanya,173276.62,0
8136,Fleming,99661.46,0
8137,Lori,66333.56,1
8138,Kennedy,70240.79,0
8139,Walters,113553.42,0
8140,Han,690.84,0
8141,Lawrence,98802.76,0
8142,Cooke,130661.95,0
8143,Wan,116378.82,0
8144,Lo Duca,186052.15,0
8145,Yermakova,100101.06,0
8146,Combs,169952.82,0
8147,Chien,61792.76,1
8148,Meng,37973.13,0
8149,Calabresi,188974.81,0
8150,Stevenson,86334.64,0
8151,Davidson,152845.99,0
8152,Ch'in,146652.11,0
8153,Rose,45482.04,1
8154,Ch'ien,168816.73,1
8155,Artyomova,59297.34,0
8156,Mayrhofer,125848.88,0
8157,Yefremov,76264.27,0
8158,Kosovich,3939.87,0
8159,Lu,15306.29,0
8160,Taplin,58214.79,0
8161,Ebelechukwu,35877.03,0
8162,Fleming,21254.06,0
8163,Yefimov,24533.89,1
8164,Andreyeva,23531.5,0
8165,Pickering,89099.18,0
8166,Allan,807.06,0
8167,Wang,121592.5,0
8168,Reynolds,4700.66,0
8169,Hales,161909.95,0
8170,Y?an,90389.61,1
8171,Rowley,2919.21,1
8172,Chia,99086.74,0
8173,Moore,163170.32,0
8174,Copeland,72757.33,0
8175,Rishel,73286.8,0
8176,Wan,146056.29,0
8177,Eluemuno,167673.37,0
8178,Hsia,146011.55,0
8179,Kelly,103381.47,0
8180,Muir,83022.92,0
8181,McIntyre,46041.08,0
8182,Donaldson,182843.24,0
8183,Wright,171364.18,0
8184,Uvarova,183399.12,1
8185,Doherty,152883.95,0
8186,Allen,50560.45,1
8187,Ma,54702.66,0
8188,Tucker,78365.75,0
8189,Ch'eng,68666.63,0
8190,Hs?,151375.73,0
8191,H?,19959.67,0
8192,Chimaijem,26955.72,0
8193,Esomchi,76267.59,0
8194,Lorenzo,100998.5,0
8195,Pirogov,191070.01,0
8196,Larkin,176858.5,0
8197,Eddy,45325.26,0
8198,Sells,190958.48,1
8199,Crawford,78896.59,0
8200,Bezrukov,121964.46,1
8201,Mancini,11144.4,0
8202,Iadanza,144181.48,0
8203,Wilkinson,32757.55,0
8204,P'eng,80320.3,0
8205,St Clair,185830.72,0
8206,Preston,160095.31,0
8207,Findlay,52198.84,0
8208,Nixon,31811.44,0
8209,Gorshkov,104181.78,0
8210,Chukwubuikem,67667.19,0
8211,Medvedeva,193974.47,0
8212,Chukwuhaenye,198055.94,1
8213,Endrizzi,43249.67,0
8214,Ch'ang,55218.02,0
8215,Piccio,131305.37,1
8216,Lockington,43117.1,0
8217,Seleznyov,186655.11,0
8218,Weston,33266.29,0
8219,Groom,555.28,0
8220,Manfrin,150944.31,1
8221,Robertson,72846.58,1
8222,Ch'ang,35279.74,0
8223,Lucchesi,2101.89,0
8224,Cambage,94949.84,0
8225,Tan,99061.75,1
8226,Tao,74692.06,0
8227,Hsieh,116692.8,0
8228,Burdekin,32824.15,0
8229,Longo,139607.61,0
8230,Maughan,115525.13,0
8231,Franz,20955.03,1
8232,Piazza,52341.15,0
8233,Morant,159813.18,0
8234,Becher,169935.46,1
8235,Lombardi,146033.52,0
8236,Loton,153122.73,0
8237,Conti,60335.24,0
8238,Sani,163757.29,0
8239,Lori,156648.81,0
8240,Wong,176471.78,1
8241,Lombardi,5388.3,0
8242,Obialo,93332.64,1
8243,Mazzi,71192.82,0
8244,Von Doussa,170309.19,0
8245,Miller,109794.31,0
8246,Miracle,166310.82,0
8247,Su,126728.27,0
8248,Wyatt,30338.94,0
8249,Anayolisa,37935.83,0
8250,Wade,25329.48,0
8251,Enemuo,49676.33,0
8252,Bruno,169498.61,0
8253,Greece,26500.29,1
8254,Yang,166458.41,0
8255,Brown,181294.39,0
8256,Anderson,21768.21,0
8257,Johnston,72849.29,0
8258,Zakharov,24499.97,0
8259,Golibe,98994.92,0
8260,Nikitina,141446.01,0
8261,Leonard,77864.41,0
8262,Burns,115115.32,0
8263,Burtch,168605.96,0
8264,Clark,38550.4,0
8265,Woodward,160618.61,1
8266,Spencer,3701.63,0
8267,Chao,88659.44,0
8268,Costa,44273.91,0
8269,McLachlan,156495.39,1
8270,Hung,182988.94,0
8271,Akhtar,175082.2,0
8272,Toscani,148811.14,0
8273,Gray,85901.09,0
8274,Warren,199255.32,0
8275,Ramsden,107973.44,0
8276,Bartlett,128028.6,0
8277,Wenz,104610.86,0
8278,Kisch,69676.55,0
8279,Mai,35982.42,0
8280,McGregor,117939.17,0
8281,Pinto,95140.62,0
8282,Newman,167682.57,0
8283,Pagnotto,56562.57,0
8284,Williams,90305.97,0
8285,Ndubuisi,109895.16,0
8286,Plummer,1843.24,0
8287,Chimezie,102747.02,0
8288,Nash,97465.89,0
8289,Onochie,105352.55,0
8290,Rizzo,85801.77,0
8291,Boni,69370.05,0
8292,Davies,176945.96,0
8293,Lu,21597.2,0
8294,Burrows,152039.67,0
8295,Ershova,111893.09,0
8296,Udokamma,195074.62,0
8297,Aitken,15959.01,0
8298,Turnbull,72628.84,1
8299,Reilly,64157.24,1
8300,Hardy,23860.5,0
8301,Brookman,85687.09,1
8302,Kerr,179451.42,0
8303,McBurney,93180.09,0
8304,Mickey,157097.09,0
8305,Harrison,80344.96,1
8306,Olszewski,26080.54,1
8307,Chijioke,31406.93,0
8308,Young,32044.64,0
8309,Bellasis,132734.87,0
8310,De Mestre,61602.42,0
8311,De Luca,41304.44,1
8312,Mundy,57962.41,0
8313,Tung,42862.82,0
8314,Donahue,152992.04,0
8315,Okagbue,91193.65,0
8316,Nnaemeka,130132.41,0
8317,Verjus,88751.45,0
8318,H?,104118.93,0
8319,Napolitani,42028.16,0
8320,Ginikanwa,75632.78,0
8321,Spaull,53710.23,0
8322,Siciliani,13066.3,0
8323,Voronina,152417.97,0
8324,Tang,3299.01,0
8325,Crumbley,198091.81,0
8326,Hamilton,103934.12,0
8327,Piazza,70403.65,0
8328,Birch,102179.86,0
8329,Custance,30375.18,0
8330,Anayochukwu,184796.84,0
8331,Galkin,166264.89,0
8332,Adams,88391.97,0
8333,Toomey,115186.97,0
8334,Marshall-Hall,13935.53,1
8335,Shen,83910.4,0
8336,Pagnotto,34712.34,1
8337,Wood,13871.34,0
8338,More,139494.75,0
8339,Piccio,140724.64,0
8340,Tochukwu,20682.46,0
8341,Graham,124202.26,0
8342,Tung,159638.77,0
8343,P'eng,171056.65,1
8344,Nevzorova,25333.03,1
8345,Toscani,29372.62,0
8346,McKenzie,38533.79,0
8347,Okwuoma,156122.13,1
8348,Morley,57904.22,1
8349,Kerr,31257.1,1
8350,Harding,193214.05,0
8351,Butler,137757.69,0
8352,Crawford,13308.2,1
8353,Brown,132861.9,1
8354,Greece,125083.29,0
8355,Matthews,12405.2,0
8356,Heath,37697.29,0
8357,Vincent,105599.65,0
8358,Sal,142783.98,1
8359,Milne,168412.07,1
8360,Bazile,184036.47,0
8361,Wardle,48478.47,0
8362,Lilly,3896.08,0
8363,Aitken,132370.75,1
8364,Enderby,128260.86,1
8365,Chiu,106534.15,0
8366,Ugorji,102515.42,0
8367,Sharpe,83643.87,0
8368,Houghton,138906.85,1
8369,Konovalova,29995.83,1
8370,Patel,164081.42,0
8371,Ngozichukwuka,187976.88,1
8372,Medland,158171.36,0
8373,Padovano,155711.64,0
8374,Tsui,85890.75,1
8375,H?,83844.79,0
8376,Denman,41777.9,1
8377,Ratten,81908.09,0
8378,Baxter,139377.24,1
8379,Norman,73562.05,1
8380,Shen,165786.1,0
8381,Reilly,174921.91,0
8382,Ifeanacho,120790.02,0
8383,Graham,56092.51,0
8384,Lysaght,158816.03,0
8385,T'ang,125660.99,0
8386,Abron,128400.62,0
8387,Chimaraoke,107181.22,0
8388,Y?an,77203.72,1
8389,Sergeyeva,129740.11,0
8390,Ma,187604.97,1
8391,Obiajulu,184754.26,0
8392,Belcher,63981.37,1
8393,K?,192831.67,1
8394,Brown,70849.47,0
8395,Abernathy,27914.95,0
8396,Pape,173568.3,1
8397,Tao,9324.31,1
8398,Ma,26628.88,1
8399,Earle,145601.8,0
8400,Kazantsev,144496.07,0
8401,Uspenskaya,11779.98,1
8402,Coombes,83983.39,1
8403,Hopman,123318.37,0
8404,McKay,65481.86,0
8405,Milanesi,47728.0,0
8406,Chineze,59195.05,0
8407,Dawson,98060.51,0
8408,Shih,90106.94,0
8409,Hughes,13549.34,0
8410,Clark,113436.08,0
8411,Chukwuhaenye,42442.21,0
8412,Wall,68297.61,1
8413,Howell,80134.65,0
8414,Lo,96051.1,0
8415,Lazarev,80682.35,0
8416,Lowe,111149.98,0
8417,Folliero,182612.38,0
8418,Han,109201.43,0
8419,Holloway,151146.67,0
8420,Pai,93901.61,0
8421,Trejo,36342.79,0
8422,Johnston,98302.57,1
8423,Macknight,84972.9,1
8424,Lo,108747.12,1
8425,Glossop,21862.19,0
8426,Bishop,121551.93,0
8427,Yefremova,177065.24,1
8428,Obialo,140460.01,0
8429,Nkemjika,35337.31,0
8430,Trevisani,193502.93,0
8431,Parkes,32174.03,0
8432,Seleznyov,5811.9,1
8433,Naylor,149593.61,0
8434,Forbes,37439.9,1
8435,Douglas,142763.51,1
8436,Nwankwo,45038.74,0
8437,Myers,172097.4,0
8438,Rogova,180344.69,1
8439,Hsing,37392.56,0
8440,Giordano,36864.05,0
8441,Okwukwe,132418.59,0
8442,Chalmers,60894.26,0
8443,Chiazagomekpere,143913.33,0
8444,Evseyev,172240.27,0
8445,Parry-Okeden,86619.77,0
8446,Picot,164074.89,0
8447,Reid,69039.43,0
8448,Ferri,132468.76,1
8449,Genovesi,65316.5,0
8450,Neumayer,57164.19,0
8451,Murray,34397.08,0
8452,Tien,177431.59,1
8453,Parkes,142009.46,1
8454,Yip,80618.47,0
8455,Ingle,124218.27,0
8456,Chidubem,85286.3,0
8457,Lu,40889.14,0
8458,Vorobyova,107236.87,0
8459,Chiedozie,168085.97,0
8460,Napolitani,146663.43,1
8461,Coffey,4791.8,0
8462,Chigbogu,120819.58,0
8463,Akabueze,114539.67,1
8464,Istomin,154000.99,0
8465,Ndubueze,137980.58,1
8466,Toscani,83343.73,0
8467,Ross,82195.15,0
8468,Fernando,149550.95,0
8469,McClaran,197688.5,0
8470,Yermakova,72929.96,0
8471,Somadina,171045.35,1
8472,Wan,27731.05,0
8473,Mazzi,126131.9,0
8474,Tuan,103931.49,0
8475,Townsley,147635.33,1
8476,Yashina,61961.57,0
8477,Henderson,125435.47,1
8478,Mueller,42240.54,0
8479,Wright,57942.88,0
8480,Lung,153419.62,0
8481,Bryant,189727.12,0
8482,Madukaife,165385.55,0
8483,Maclean,19687.99,0
8484,Abdullah,39473.63,1
8485,Yao,144723.38,0
8486,Cheatham,194895.57,1
8487,Gallagher,77271.91,0
8488,Hao,105096.82,1
